date,open,high,low,close,volume
2024-01-30,58.77,58.77,58.42,58.42,1791324
2024-01-31,58.68,59.56,58.42,58.51,4021787
2024-02-01,58.68,59.21,58.68,58.94,2500699
2024-02-02,58.94,59.12,58.51,58.86,2613144
2024-02-05,58.86,59.56,58.68,59.38,3568444
2024-02-06,59.47,59.56,59.03,59.03,2394933
2024-02-07,59.03,59.29,58.68,59.03,2737292
2024-02-15,59.03,59.38,58.68,59.03,3880447
2024-02-16,59.21,61.39,58.94,61.13,11120422
2024-02-19,61.91,63.4,61.74,62.79,6660129
2024-02-20,62.61,63.22,62.26,62.44,4390643
2024-02-21,62.44,62.79,62.0,62.26,3593123
2024-02-22,62.26,63.49,62.09,62.53,4652126
2024-02-23,62.7,63.49,62.0,62.0,6146121
2024-02-26,62.0,62.61,61.74,62.0,3050150
2024-02-27,62.18,63.22,62.09,62.87,5285311
2024-02-28,63.22,63.4,62.44,63.05,3422219
2024-02-29,63.4,64.01,62.53,62.87,6543917
2024-03-01,62.96,62.96,62.18,62.44,4399953
2024-03-04,62.7,63.49,62.53,62.87,5018814
2024-03-05,62.87,63.75,62.61,63.75,5443242
2024-03-06,64.01,64.18,62.7,62.7,4837251
2024-03-07,62.61,62.96,62.26,62.87,5070038
2024-03-08,62.96,63.66,61.13,61.13,7364624
2024-03-11,61.56,62.26,61.13,61.39,4214115
2024-03-12,61.48,61.65,61.13,61.13,3847561
2024-03-13,61.22,61.91,61.13,61.83,5648587
2024-03-14,62.0,62.26,61.39,61.56,5449322
2024-03-15,62.01,62.01,60.77,60.86,4857330
2024-03-18,60.86,61.12,59.8,60.06,6803665
2024-03-19,60.59,60.59,59.97,59.97,3166304
2024-03-20,59.97,60.68,59.71,60.15,3551272
2024-03-21,60.33,60.59,60.06,60.51,4910550
2024-03-22,60.68,60.77,59.97,59.97,6070254
2024-03-25,60.06,60.33,59.36,59.53,5459681
2024-03-26,59.62,60.06,59.53,59.89,2507194
2024-03-27,60.15,60.15,59.71,59.89,2639932
2024-03-28,59.89,60.51,59.8,59.89,4474441
2024-03-29,60.51,60.51,59.71,59.8,3487674
2024-04-01,59.8,59.89,59.27,59.27,4996398
2024-04-02,59.27,59.62,59.0,59.53,4325527
2024-04-03,59.53,59.53,59.0,59.0,5054063
2024-04-04,59.0,60.51,59.0,60.33,7477825
2024-04-05,60.33,60.33,59.89,60.06,4237214
2024-04-08,60.15,60.15,59.18,59.27,3671802
2024-04-09,59.36,59.53,59.09,59.27,2518780
2024-04-10,59.36,59.53,59.09,59.09,2767420
2024-04-11,59.0,59.18,58.82,58.91,2950689
2024-04-12,59.09,59.36,58.91,59.0,2511089
2024-04-15,59.0,59.0,57.41,57.41,5766677
2024-04-16,57.41,57.5,55.73,56.61,7137771
2024-04-17,56.97,57.41,56.79,56.79,4593232
2024-04-19,56.79,56.97,55.99,56.79,4521513
2024-04-22,57.23,57.76,56.61,56.61,2038048
2024-04-23,56.79,56.88,55.91,56.17,2020719
2024-04-24,56.61,56.88,56.17,56.61,2403394
2024-04-25,56.61,57.32,56.52,57.23,1918445
2024-04-26,57.23,58.21,57.06,57.5,2944790
2024-05-02,57.85,57.94,57.41,57.85,2566088
2024-05-03,58.03,58.38,57.94,58.03,1969178
2024-05-06,58.21,58.74,57.94,58.21,2264163
2024-05-07,58.38,60.59,58.29,60.15,8490375
2024-05-08,60.15,60.15,59.36,60.06,2967447
2024-05-09,60.06,60.06,58.91,58.91,3001858
2024-05-10,59.0,59.71,58.47,58.82,2422429
2024-05-13,58.91,59.09,57.85,58.21,2737626
2024-05-14,58.29,59.27,58.29,58.82,2435304
2024-05-15,59.18,59.53,59.0,59.27,3237247
2024-05-16,59.36,59.89,59.27,59.44,2914420
2024-05-17,59.53,59.97,59.09,59.27,4173675
2024-05-20,59.36,59.8,58.74,58.74,4925028
2024-05-21,58.74,58.91,58.21,58.56,3803505
2024-05-22,58.74,59.0,58.21,58.21,3621204
2024-05-23,58.38,59.27,58.21,59.27,2993637
2024-05-24,59.0,59.18,58.12,58.38,4109865
2024-05-27,58.47,58.91,58.21,58.47,2339390
2024-05-28,58.65,59.53,58.47,59.09,5350287
2024-05-29,59.27,59.53,58.38,58.65,3362126
2024-05-30,58.47,58.56,57.94,58.12,4416677
2024-05-31,58.29,58.29,57.76,57.85,4149784
2024-06-03,58.21,58.91,58.12,58.47,3193327
2024-06-04,58.47,58.91,58.38,58.38,2447656
2024-06-05,58.56,61.21,58.56,60.59,11876432
2024-06-06,61.04,61.04,59.44,59.44,4893549
2024-06-07,59.8,60.68,59.71,59.97,4131178
2024-06-10,60.51,60.59,59.44,59.44,4569222
2024-06-11,59.62,59.71,58.74,58.82,6181560
2024-06-12,58.82,59.53,58.65,59.27,3427814
2024-06-13,59.27,59.62,59.09,59.18,2807130
2024-06-14,59.27,59.53,58.56,58.56,4127632
2024-06-17,58.65,58.91,58.38,58.38,3621867
2024-06-18,58.82,58.82,58.29,58.29,2754686
2024-06-19,58.38,58.38,57.59,57.76,6160999
2024-06-20,57.85,59.09,57.67,58.38,4400155
2024-06-21,58.82,59.36,58.38,58.38,3970969
2024-06-24,58.47,58.91,57.76,57.94,3851919
2024-06-25,58.21,58.56,57.94,57.94,2436399
2024-06-26,58.21,58.21,57.59,57.67,2488180
2024-06-27,57.67,58.03,57.59,57.76,2710114
2024-06-28,57.94,58.38,57.76,57.94,2735071
2024-07-01,58.21,58.38,57.76,58.38,1911478
2024-07-02,58.38,58.65,58.21,58.56,2044987
2024-07-03,58.56,58.65,58.38,58.56,1334249
2024-07-04,58.65,59.18,58.65,58.74,2691198
2024-07-05,58.74,59.71,58.74,59.44,4183952
2024-07-08,59.53,59.89,59.27,59.8,4946406
2024-07-09,59.8,59.97,59.44,59.71,5048980
2024-07-10,59.71,59.97,59.09,59.09,3884733
2024-07-11,59.18,59.27,58.65,58.65,3789635
2024-07-12,58.74,58.91,58.47,58.65,2081812
2024-07-15,58.65,59.18,58.56,58.56,2157757
2024-07-16,58.74,59.0,58.47,58.47,2245463
2024-07-17,58.56,58.82,58.03,58.12,3468308
2024-07-18,58.38,58.38,57.94,58.29,2284658
2024-07-19,58.29,58.29,57.59,57.76,3396038
2024-07-22,57.76,58.38,57.67,57.85,2657788
2024-07-23,58.03,58.65,57.94,58.29,3780379
2024-07-24,58.21,58.47,58.03,58.03,3615591
2024-07-25,58.03,58.12,57.76,58.03,1958885
2024-07-26,57.85,58.56,57.85,58.21,2976837
2024-07-29,58.56,59.8,58.29,59.44,5785374
2024-07-30,59.53,60.51,59.18,59.89,6381582
2024-07-31,60.59,63.69,60.59,63.34,21167413
2024-08-01,63.51,63.6,62.01,62.19,8872145
2024-08-02,61.92,63.6,61.92,63.25,10298482
2024-08-05,62.81,62.98,60.59,61.39,12162219
2024-08-06,62.19,64.84,61.92,64.31,13505235
2024-08-07,64.75,65.28,64.04,65.28,10709270
2024-08-08,65.37,65.81,63.87,64.31,5817168
2024-08-09,64.4,64.93,64.13,64.84,4530433
2024-08-12,64.84,65.81,64.4,64.57,5808119
2024-08-13,64.4,65.81,64.31,65.28,6740336
2024-08-14,65.46,65.55,64.84,65.46,5459112
2024-08-15,65.46,65.99,65.19,65.28,4258433
2024-08-16,65.46,65.55,64.75,65.28,7396631
2024-08-19,65.46,67.23,65.28,67.23,7924678
2024-08-20,67.23,67.41,66.61,66.87,4181936
2024-08-21,66.52,67.32,66.43,66.61,3994706
2024-08-22,67.23,67.23,65.11,65.64,6031982
2024-08-23,66.26,66.87,65.81,66.26,3310515
2024-08-26,66.26,66.34,64.84,64.93,6329637
2024-08-27,64.93,65.28,64.22,65.02,4269971
2024-08-28,65.11,65.46,64.75,65.37,3355013
2024-08-29,65.19,65.46,64.93,65.02,2044649
2024-08-30,65.11,66.17,64.93,65.37,3679027
2024-09-04,64.84,65.9,64.66,65.72,2842048
2024-09-05,65.72,66.7,65.55,66.08,5862150
2024-09-06,66.26,66.79,66.17,66.7,3645061
2024-09-09,66.43,66.43,65.64,66.17,2641519
2024-09-10,66.17,66.79,65.72,66.26,3335353
2024-09-11,66.17,66.43,65.37,65.99,3167882
2024-09-12,66.34,66.52,65.81,66.08,2054428
2024-09-13,66.17,66.17,64.49,64.49,5350666
2024-09-16,64.57,64.57,63.6,63.6,4039871
2024-09-17,63.69,64.93,63.42,64.93,2392584
2024-09-18,65.11,65.37,64.57,64.84,2847879
2024-09-19,64.84,65.02,64.57,64.84,1574276
2024-09-20,65.02,65.46,64.31,64.31,5234412
2024-09-23,64.66,64.75,64.22,64.49,2933886
2024-09-24,64.99,64.99,64.17,64.35,2080216
2024-09-25,64.35,64.44,63.71,63.71,4525095
2024-09-26,63.71,65.08,63.71,64.71,3987434
2024-09-27,64.81,65.17,64.71,64.99,2971446
2024-09-30,64.99,64.99,64.17,64.17,2046753
2024-10-01,64.26,64.71,64.17,64.17,2042595
2024-10-02,64.26,64.26,63.71,64.17,2142472
2024-10-03,64.26,64.53,63.98,64.35,2949988
2024-10-04,64.53,64.53,62.61,62.7,6140641
2024-10-07,62.88,63.43,61.42,61.42,5995180
2024-10-08,61.51,62.43,61.51,62.43,2890240
2024-10-09,62.52,62.79,62.06,62.06,3532506
2024-10-10,62.52,62.98,61.97,61.97,2625177
2024-10-11,62.33,62.43,61.79,61.97,2373079
2024-10-14,62.33,62.33,61.42,61.51,2825429
2024-10-15,61.51,61.69,61.05,61.14,3078240
2024-10-16,61.14,62.33,61.14,61.79,2006161
2024-10-17,61.88,62.15,61.6,61.88,1658879
2024-10-18,61.88,62.24,61.69,61.69,1599576
2024-10-21,61.69,62.15,61.51,61.6,1862336
2024-10-22,61.6,62.06,61.51,61.6,2253327
2024-10-23,61.6,61.88,61.51,61.6,1637360
2024-10-24,61.6,63.16,61.6,62.61,4369950
2024-10-25,62.79,62.79,62.15,62.24,2172351
2024-10-28,61.97,62.24,61.05,61.51,2927947
2024-10-29,61.6,61.6,61.14,61.33,2033574
2024-10-30,61.33,61.6,60.69,60.69,3437020
2024-10-31,60.96,60.96,59.77,60.5,5177693
2024-11-01,60.5,60.69,60.05,60.23,2182658
2024-11-04,60.32,60.96,60.05,60.05,2121224
2024-11-05,60.14,60.41,59.95,59.95,1063141
2024-11-06,60.41,60.41,59.77,60.23,2598835
2024-11-07,60.41,60.6,60.05,60.32,1154788
2024-11-08,60.41,60.6,60.05,60.14,1597360
2024-11-11,60.14,60.23,59.22,59.68,2742114
2024-11-12,59.68,60.14,59.31,59.41,1734699
2024-11-13,59.59,60.05,59.22,59.5,2773315
2024-11-14,59.5,59.5,59.22,59.5,1781237
2024-11-15,59.41,59.41,58.31,58.31,3697005
2024-11-18,58.31,58.76,57.85,57.85,3752034
2024-11-19,57.94,58.12,57.67,57.67,2736295
2024-11-20,57.67,58.4,57.57,58.22,2820172
2024-11-21,58.31,58.67,58.03,58.49,2255565
2024-11-22,58.49,59.31,58.49,58.86,2179029
2024-11-25,58.86,59.13,58.76,58.86,2450009
2024-11-26,59.04,59.5,58.95,59.31,1678113
2024-11-27,59.31,59.5,59.04,59.13,1588583
2024-11-28,59.5,59.5,59.04,59.04,1275083
2024-11-29,59.04,59.31,58.86,59.13,1107140
2024-12-02,59.13,59.31,58.76,59.04,1232443
2024-12-03,59.13,59.13,58.49,58.49,2427726
2024-12-04,58.4,58.49,57.94,57.94,2749303
2024-12-05,58.12,59.22,57.85,58.86,2221363
2024-12-06,59.04,59.31,58.67,58.67,1681167
2024-12-09,59.04,59.04,58.58,58.67,1764954
2024-12-10,58.67,58.95,58.49,58.49,1714418
2024-12-11,58.49,59.13,58.49,58.76,2027577
2024-12-12,58.76,59.41,58.76,59.13,2252448
2024-12-13,58.86,59.04,58.67,58.76,1399402
2024-12-16,58.76,59.68,58.76,59.5,2389158
2024-12-17,59.41,59.5,59.04,59.13,1206503
2024-12-18,59.5,59.59,59.22,59.22,1616812
2024-12-19,58.95,59.04,58.49,58.49,2629962
2024-12-20,58.58,59.5,58.58,59.5,3801451
2024-12-23,59.22,59.5,58.86,58.95,1350461
2024-12-24,58.95,59.22,58.67,58.86,1290269
2024-12-25,58.95,59.41,58.95,58.95,1304582
2024-12-26,59.23,59.23,58.86,58.86,1711855
2024-12-27,58.95,59.13,58.77,58.86,2445187
2024-12-30,58.67,58.77,58.4,58.4,1492983
2024-12-31,58.49,58.86,58.4,58.49,1643941
2025-01-02,58.67,58.86,58.21,58.21,1339894
2025-01-03,58.3,58.4,58.03,58.12,1779619
2025-01-06,58.12,58.3,57.66,57.66,2108984
2025-01-07,57.75,58.12,56.83,56.92,2811099
2025-01-08,57.2,57.29,56.46,56.92,2057556
2025-01-09,57.01,57.1,56.55,57.01,1504291
2025-01-10,56.92,57.1,56.55,56.55,1192540
